leading_item_id,following_item_id,max_corr,best_lag,leader_mean,leader_std,follower_mean,follower_std,lag_x_corr,mean_ratio,std_ratio
HXYSSRXE,BLANHGYY,0.4865534342287093,2,6607692.0,1492172.1847179234,12588.116279069767,24521.891661552087,0.9731068684574186,0.0019050700727376308,0.01643368768877783
EVBVXETX,KEUWZRKO,-0.5144853420989628,1,4595340.441860465,777360.3161292231,562964.0697674418,574669.8308499713,0.5144853420989628,0.12250758717223531,0.7392579977721718
JERHKLYW,TANNMIMB,0.44400986976595036,1,7777.790697674419,7073.338413014731,100.88372093023256,488.1737304795709,0.44400986976595036,0.012970742571849655,0.06901602919384286
LUENUFGA,WPQXWHYO,-0.3942268834290138,2,6410190.837209302,4770467.673868264,9520863.139534883,2338027.3055150933,0.7884537668580276,1.4852698431796356,0.49010442274284394
KEUWZRKO,PLMZALFA,0.33788771238977444,1,562964.0697674418,574669.8308499713,125.23255813953489,461.5565090354494,0.33788771238977444,0.00022245213303052447,0.000803168157186843
APQGTRMF,JERHKLYW,-0.3270223072924193,2,257208.13953488372,209590.88830924782,7777.790697674419,7073.338413014731,0.6540446145848386,0.030239286795934857,0.03374831067343152
LUENUFGA,DNMPSKTB,-0.5356458610339999,6,6410190.837209302,4770467.673868264,6718478.9069767445,2173533.0110572237,3.2138751662039997,1.0480934308502754,0.4556226264697229
VBYCLTYZ,GMBFCMIU,0.3486901592222127,2,484941.06976744183,287648.9458131452,26.27906976744186,170.30783695816,0.6973803184444254,5.419023342359939e-05,0.0005920683508021571
MBSBZBXA,JBVHSUWY,-0.3772502899488192,4,3803410.093023256,2072509.4697062958,443156.76744186046,340002.2276556871,1.5090011597952768,0.11651564164869936,0.16405340126320686
QVLMOEYE,UGEQLMXM,0.35769575081691585,3,1939898.511627907,1283837.9967118828,156311.44186046513,113236.30523025779,1.0730872524507475,0.08057712345436695,0.08820139731039751
XMKRPGLB,OXKURKXR,0.30798707012945076,6,1125717.2325581396,668126.9581434646,130175.88372093023,73528.8206833178,1.8479224207767047,0.11563817267414127,0.11005216865896789
SDWAYPIK,FCYBOAXC,-0.30718981238814264,5,10189508.627906976,6060078.075849837,108651086.46511628,8016054.328206619,1.5359490619407132,10.663034934533796,1.3227642000439346
ZGJXVMNI,BSRMSVTC,-0.3056433493148588,1,2256273.1395348837,843815.2684755664,521682.3953488372,573916.8856602091,0.3056433493148588,0.23121420284077288,0.6801451776244404
BSRMSVTC,WPQXWHYO,-0.534186185602819,3,521682.3953488372,573916.8856602091,9520863.139534883,2338027.3055150933,1.6025585568084573,18.25030559666528,4.073808183603893
FCYBOAXC,FWUCPMMW,0.42534277261675063,3,108651086.46511628,8016054.328206619,2272.6279069767443,6452.598268890318,1.2760283178502518,2.0916752707359052e-05,0.0008049593983144961
QKXNTIIB,ELQGMQWE,0.3369216905942419,1,1930363.0232558139,1047727.7871818389,386914.3023255814,184187.38995451733,0.3369216905942419,0.2004360307693827,0.17579698869089438
AXULOHBQ,WPQXWHYO,-0.5495221148217364,6,96264.09302325582,68687.62776235072,9520863.139534883,2338027.3055150933,3.2971326889304184,98.9035770288294,34.03855077904702
LTOYKIML,KEUWZRKO,0.3246924095849277,3,334008.511627907,156962.93340583995,562964.0697674418,574669.8308499713,0.974077228754783,1.685478214378294,3.661181773154406
OKMBFVKS,UIFPPCLR,0.42479487785445347,2,2362445.5581395347,368425.6810733831,225302.93023255814,151018.5378721488,0.8495897557089069,0.09536851736380017,0.4099023103703213
SAHWCZNH,NZKBIBNU,-0.5062465330397302,4,2155944.5581395347,1218372.3496791958,249490.93023255814,108771.9963363509,2.024986132158921,0.11572233121232943,0.08927648133585919
KJNSOAHR,FCYBOAXC,0.40475363935873643,2,6980013.720930233,4684817.383908574,108651086.46511628,8016054.328206619,0.8095072787174729,15.566027633914262,1.711070821188992
WBLJNPZQ,OXKURKXR,0.40411957281216654,6,335144.6046511628,199495.26606263575,130175.88372093023,73528.8206833178,2.4247174368729993,0.38841706509354706,0.36857426310989905
STZDBITS,ZXERAXWP,-0.37835287926007033,6,24595488.48837209,10320964.82063318,11297.418604651162,7662.4752853884465,2.270117275560422,0.00045932889724844205,0.0007424185062688373
SAAYMURU,STZDBITS,0.4229588785492563,1,25864.20930232558,22117.32341091863,24595488.48837209,10320964.82063318,0.4229588785492563,950.9468547801166,466.6461953109297
ZKENOUDA,OJIFIHMZ,0.3269558136720484,4,163893.83720930232,161773.9095654481,3176654.465116279,1742396.7498042292,1.3078232546881936,19.38239118192173,10.770567111061537
BJALXPFS,OGAFEHLU,0.49056758222908725,5,164484.27906976745,91116.96303929096,1785496.6279069767,3359489.1308363928,2.452837911145436,10.855120246104416,36.870073570723186
QSDCUCLB,QRKRBYJL,0.5618362357955516,6,64.95348837209302,197.1710334742901,5150163.976744186,4325851.483678751,3.37101741477331,79290.02778035404,21939.589124805323
DUCMGGNW,UXSPKBJR,0.4079962249515777,3,1329999.7209302327,580113.1993253188,713685.7674418605,510105.31330486346,1.2239886748547333,0.5366059527758062,0.8793203014467608
XUOIQPFL,UGEQLMXM,0.662129775844266,2,4558579.162790698,1825750.6538506409,156311.44186046513,113236.30523025779,1.324259551688532,0.03428950913835599,0.0620217799135781
DEWLVASR,VBYCLTYZ,-0.30613566737684705,6,220110.41860465117,175703.7543836854,484941.06976744183,287648.9458131452,1.8368140042610823,2.203171811854395,1.6371246409645137
MBSBZBXA,DUCMGGNW,-0.3448446024327176,5,3803410.093023256,2072509.4697062958,1329999.7209302327,580113.1993253188,1.724223012163588,0.34968612071823485,0.2799085880207096
ATLDMDBO,OKMBFVKS,0.42234559070780475,4,59997368.674418606,32347299.68026454,2362445.5581395347,368425.6810733831,1.689382362831219,0.039375819479009644,0.011389688929680657
VBYCLTYZ,ZCELVYQU,0.3018107650997275,1,484941.06976744183,287648.9458131452,198605.41860465117,293447.5028855728,0.3018107650997275,0.4095454705444618,1.0201584506246517
GIKPEWTY,DUCMGGNW,-0.4416445496787804,6,2196.767441860465,8300.74432593375,1329999.7209302327,580113.1993253188,2.6498672980726825,605.4349199560274,69.8868892326924
ATLDMDBO,SNHYOVBM,-0.32104021801913546,6,59997368.674418606,32347299.68026454,561061.023255814,576273.7883040103,1.9262413081148129,0.009351427165088778,0.017815205411275296
ATLDMDBO,FQCLOEXA,-0.41033868305087173,6,59997368.674418606,32347299.68026454,1543955.1395348837,388064.11943692074,2.4620320983052304,0.02573371422192324,0.01199680107065231
DNMPSKTB,VMAQSTJE,0.3966031719625932,4,6718478.9069767445,2173533.0110572237,136660.41860465117,87565.03180566484,1.5864126878503728,0.020340976059732365,0.04028695739156602
UXSPKBJR,WPQXWHYO,0.32371715457077627,3,713685.7674418605,510105.31330486346,9520863.139534883,2338027.3055150933,0.9711514637123289,13.340413349769017,4.583420804545105
TGOELCAG,KEUWZRKO,0.49977695251601706,1,203362.6976744186,309900.61848685704,562964.0697674418,574669.8308499713,0.49977695251601706,2.76827597294157,1.8543681314804759
RJGPVEXX,DUCMGGNW,0.3094778148250384,4,516165.72093023255,193020.79378830225,1329999.7209302327,580113.1993253188,1.2379112593001536,2.5766912969941784,3.0054440660862634
LPHPPJUG,OGAFEHLU,-0.41760201430615795,6,1147320.7674418604,186983.30866159935,1785496.6279069767,3359489.1308363928,2.5056120858369475,1.5562314206919463,17.966786206026537
HXYSSRXE,VMAQSTJE,0.3398810703209916,2,6607692.0,1492172.1847179234,136660.41860465117,87565.03180566484,0.6797621406419831,0.02068202007669705,0.058682927280379
VWMBASNE,FCYBOAXC,-0.4614434836070637,6,457042.3023255814,638471.8526951509,108651086.46511628,8016054.328206619,2.768660901642382,237.72654284302817,12.555062990414182
SDWAYPIK,WBLJNPZQ,0.4387530097757747,6,10189508.627906976,6060078.075849837,335144.6046511628,199495.26606263575,2.6325180586546484,0.03289114489124996,0.03291958677192893
ELQGMQWE,RUVXNNVA,0.5131005262426014,5,386914.3023255814,184187.38995451733,6.465116279069767,31.06134128882553,2.5655026312130067,1.670942697179692e-05,0.00016863989058277595
LSOIUSXD,EVBVXETX,-0.35846241991234845,4,127645.02325581395,83896.6526178955,4595340.441860465,777360.3161292231,1.4338496796493938,36.00093700962334,9.265689295858072
GYHKIVQT,AANGBULD,-0.5409911023598754,2,33878135.13953488,13339531.559942342,84017.69767441861,143585.74825850618,1.0819822047197507,0.002479997713226243,0.01076392732482999
FITUEHWN,OKMBFVKS,-0.32632401443352704,5,61688.11627906977,38368.825764171655,2362445.5581395347,368425.6810733831,1.6316200721676353,38.29660720087176,9.60221413415816
FCYBOAXC,IGDVVKUD,0.3355614705013186,4,108651086.46511628,8016054.328206619,14109.418604651162,32400.974022993865,1.3422458820052745,0.0001298598943065427,0.004042010282911679
SDWAYPIK,DEWLVASR,-0.525873317514825,1,10189508.627906976,6060078.075849837,220110.41860465117,175703.7543836854,0.525873317514825,0.02160167154692742,0.028993645326758685
OXKURKXR,VMAQSTJE,0.3860182957242994,6,130175.88372093023,73528.8206833178,136660.41860465117,87565.03180566484,2.3161097743457963,1.0498136421072632,1.190894005788681
FQCLOEXA,ZXERAXWP,0.48477365186658766,6,1543955.1395348837,388064.11943692074,11297.418604651162,7662.4752853884465,2.908641911199526,0.007317193560460048,0.019745384593883395
OXKURKXR,DJBLNPNC,0.45308151931743657,5,130175.88372093023,73528.8206833178,1983.5581395348838,5051.180811994062,2.265407596587183,0.015237523900909163,0.06869661127410652
FTSVTTSR,YSYHGLQK,0.35690244005712785,2,178820.76744186046,236085.0065819156,2228.7906976744184,2578.005796429693,0.7138048801142557,0.012463824697467511,0.010919820084060566
BTMOEMEP,ANWUJOKX,0.48482454081174864,2,16395223.837209303,10213763.14944862,8146.720930232558,20346.24423410247,0.9696490816234973,0.00049689598697292,0.0019920419081970635
NZKBIBNU,WHPUAOID,0.3416372888694265,3,249490.93023255814,108771.9963363509,53371.651162790695,55306.92296078259,1.0249118666082795,0.21392220996902542,0.5084665614599087
APQGTRMF,JPBRUTWP,0.47496101732477214,1,257208.13953488372,209590.88830924782,6196286.279069767,1328244.373028431,0.47496101732477214,24.090552850506928,6.337319259138267
IGDVVKUD,BEZYMBBT,0.35507871612439906,2,14109.418604651162,32400.974022993865,4939372.674418605,988692.1366975273,0.7101574322487981,350.0762726282901,30.514272069888143
PYZMVUWD,LSOIUSXD,0.46878501917117926,4,12327.976744186046,17444.10107462648,127645.02325581395,83896.6526178955,1.875140076684717,10.354093448923651,4.809456919228637
DNMPSKTB,OKMBFVKS,0.693694848664831,4,6718478.9069767445,2173533.0110572237,2362445.5581395347,368425.6810733831,2.774779394659324,0.3516339919867758,0.16950544537347903
XIPPENFQ,RCBZUSIM,-0.3091011798066288,4,149003.3023255814,84821.17061275388,12569.32558139535,10302.087545782819,1.2364047192265153,0.08435602020313779,0.12145655938533252
BTMOEMEP,LUENUFGA,-0.3293539139177141,1,16395223.837209303,10213763.14944862,6410190.837209302,4770467.673868264,0.3293539139177141,0.39097915959285956,0.4670626882634659
AHMDUILJ,ROACSLMG,0.3459420870656131,4,126828.81395348837,45511.535634159176,2137643.302325581,394841.09931520995,1.3837683482624523,16.854555646106252,8.675626823063778
AXULOHBQ,OGAFEHLU,0.6157743031081053,6,96264.09302325582,68687.62776235072,1785496.6279069767,3359489.1308363928,3.694645818648632,18.547898513489162,48.90966889132976
FTSVTTSR,GKQIJYDH,0.44551367975721934,5,178820.76744186046,236085.0065819156,14118353.488372093,12827842.650181666,2.227568398786097,78.95253828883943,54.3356938920066
HXYSSRXE,RAWUKQMJ,0.42674219226212157,2,6607692.0,1492172.1847179234,4207967.627906977,886405.4158732577,0.8534843845242431,0.6368286578591043,0.594036951600346
QVLMOEYE,QRKRBYJL,0.7504415930110767,1,1939898.511627907,1283837.9967118828,5150163.976744186,4325851.483678751,0.7504415930110767,2.654862584754324,3.36946834005115
ELQGMQWE,SUOYXCHP,-0.3315961378697748,3,386914.3023255814,184187.38995451733,37054.53488372093,94112.20995874314,0.9947884136093245,0.09576935941862506,0.5109590291793155
MBSBZBXA,DDEXPPXU,0.32120123960379504,4,3803410.093023256,2072509.4697062958,19081.558139534885,14254.519745570258,1.2848049584151802,0.005016960483575494,0.0068779033118644564
ZKENOUDA,LPHPPJUG,0.3426009910787786,2,163893.83720930232,161773.9095654481,1147320.7674418604,186983.30866159935,0.6852019821575572,7.000389929059152,1.1558310555930318
APQGTRMF,DEWLVASR,-0.39200922477901806,1,257208.13953488372,209590.88830924782,220110.41860465117,175703.7543836854,0.39200922477901806,0.8557677023823075,0.8383177140964216
SAHWCZNH,PYZMVUWD,0.31082094521791437,2,2155944.5581395347,1218372.3496791958,12327.976744186046,17444.10107462648,0.6216418904358287,0.005718132545494916,0.014317545107786869
JPBRUTWP,FCYBOAXC,-0.3384595798048742,5,6196286.279069767,1328244.373028431,108651086.46511628,8016054.328206619,1.6922978990243709,17.534871949365492,6.035074938750748
XUOIQPFL,QVLMOEYE,0.8426103282163742,5,4558579.162790698,1825750.6538506409,1939898.511627907,1283837.9967118828,4.21305164108187,0.425548935831116,0.7031836433981123
QSDCUCLB,QVLMOEYE,0.5587905564133026,5,64.95348837209302,197.1710334742901,1939898.511627907,1283837.9967118828,2.793952782066513,29865.96302032352,6511.291073432429
DNMPSKTB,JERHKLYW,-0.311613234769537,1,6718478.9069767445,2173533.0110572237,7777.790697674419,7073.338413014731,0.311613234769537,0.0011576713725478074,0.0032543045709579306
SNHYOVBM,UXSPKBJR,0.3377087606694722,4,561061.023255814,576273.7883040103,713685.7674418605,510105.31330486346,1.3508350426778888,1.2720287773673875,0.8851787529764842
XIPPENFQ,UGEQLMXM,-0.377968721118139,3,149003.3023255814,84821.17061275388,156311.44186046513,113236.30523025779,1.133906163354417,1.049046829296883,1.3350005005931427
OXKURKXR,AANGBULD,-0.33576257104627666,6,130175.88372093023,73528.8206833178,84017.69767441861,143585.74825850618,2.01457542627766,0.6454167643976937,1.9527818741302092
WBLJNPZQ,DNMPSKTB,0.38022721208410365,6,335144.6046511628,199495.26606263575,6718478.9069767445,2173533.0110572237,2.281363272504622,20.046507727461897,10.895160842382605
APQGTRMF,DJBLNPNC,0.4030024906887434,1,257208.13953488372,209590.88830924782,1983.5581395348838,5051.180811994062,0.4030024906887434,0.007711879348430001,0.024100192774206053
UGEQLMXM,SDWAYPIK,0.7272295563562845,3,156311.44186046513,113236.30523025779,10189508.627906976,6060078.075849837,2.1816886690688535,65.18722178340393,53.517094746897584
HCDTGMST,RCBZUSIM,-0.42314672120174973,6,72436.02325581395,102594.09928643463,12569.32558139535,10302.087545782819,2.5388803272104985,0.17352313139599324,0.10041598510378055
YSYHGLQK,SDWAYPIK,-0.3006500725292666,1,2228.7906976744184,2578.005796429693,10189508.627906976,6060078.075849837,0.3006500725292666,4571.765591972016,2350.6844251055672
VUAFAIYJ,KAGJCHMR,0.3027070478991997,5,388225.16279069765,275072.6955299931,22543.418604651164,34677.543918173666,1.5135352394959987,0.05806789658491777,0.12606683426442253
DBWLZWNK,ROACSLMG,0.33763093258169713,1,496985.25581395347,283852.3825472058,2137643.302325581,394841.09931520995,0.33763093258169713,4.301220765232333,1.391008579074214
QJQJSWFU,LTOYKIML,-0.3729427143081265,6,172761.72093023255,83125.52033012893,334008.511627907,156962.93340583995,2.2376562858487588,1.933347907322933,1.888264070776112
DBWLZWNK,NAQIHUKZ,0.3725633081798139,6,496985.25581395347,283852.3825472058,4709.488372093023,12506.38968291919,2.2353798490788837,0.009476112856447687,0.04405948461889436
ZCELVYQU,XIIEJNEE,0.3026719286507605,6,198605.41860465117,293447.5028855728,89920.72093023256,481634.9738816889,1.816031571904563,0.4527606626321621,1.64129859393575
DBWLZWNK,RCBZUSIM,0.5476013130045405,3,496985.25581395347,283852.3825472058,12569.32558139535,10302.087545782819,1.6428039390136215,0.025291143820321677,0.03629382094065477
ANWUJOKX,SDWAYPIK,0.4206515526888474,1,8146.720930232558,20346.24423410247,10189508.627906976,6060078.075849837,0.4206515526888474,1250.7496836970154,297.84750472004333
KJNSOAHR,SUOYXCHP,0.3015043282040283,3,6980013.720930233,4684817.383908574,37054.53488372093,94112.20995874314,0.9045129846120848,0.0053086621839444365,0.02008876808773379
XUOIQPFL,OXKURKXR,0.591405991753809,2,4558579.162790698,1825750.6538506409,130175.88372093023,73528.8206833178,1.182811983507618,0.028556240677678573,0.04027319969909357
JSLXRQOK,APQGTRMF,0.32306789293752114,2,15152.06976744186,30474.253649708313,257208.13953488372,209590.88830924782,0.6461357858750423,16.975115839988195,6.877638110896813
ELQGMQWE,OXKURKXR,-0.3901685768224783,4,386914.3023255814,184187.38995451733,130175.88372093023,73528.8206833178,1.5606743072899132,0.33644629557026073,0.3992065944420819
XIIEJNEE,SNHYOVBM,0.5907432428129661,3,89920.72093023256,481634.9738816889,561061.023255814,576273.7883040103,1.7722297284388984,6.239507617881411,1.1964948966608318
FCYBOAXC,BTMOEMEP,0.33497228728144435,3,108651086.46511628,8016054.328206619,16395223.837209303,10213763.14944862,1.004916861844333,0.1508979281350586,1.274163413976313
LRVGFDFM,EVBVXETX,0.37068318359004776,2,18698103.372093022,18697580.01695645,4595340.441860465,777360.3161292231,0.7413663671800955,0.2457650570441695,0.04157545069598363
OXKURKXR,FDXPMYGF,0.3519581664439253,6,130175.88372093023,73528.8206833178,5110.325581395349,11074.699991150854,2.111748998663552,0.0392570838413631,0.15061713064456728
IGDVVKUD,DBWLZWNK,0.34149529983547416,1,14109.418604651162,32400.974022993865,496985.25581395347,283852.3825472058,0.34149529983547416,35.22365234914066,8.76061263889798
FCYBOAXC,VUAFAIYJ,0.489094056191752,3,108651086.46511628,8016054.328206619,388225.16279069765,275072.6955299931,1.467282168575256,0.003573136499793202,0.03431522345875855
LUENUFGA,RCBZUSIM,-0.33053275281244454,6,6410190.837209302,4770467.673868264,12569.32558139535,10302.087545782819,1.9831965168746672,0.0019608348488522514,0.0021595550478653446
SDWAYPIK,IGDVVKUD,0.4738248720105976,1,10189508.627906976,6060078.075849837,14109.418604651162,32400.974022993865,0.4738248720105976,0.001384700589585544,0.005346626498445692
LPHPPJUG,AXULOHBQ,-0.46767968618071043,3,1147320.7674418604,186983.30866159935,96264.09302325582,68687.62776235072,1.4030390585421313,0.08390338234512086,0.36734630622187564
PYZMVUWD,WBLJNPZQ,0.3207507144956837,6,12327.976744186046,17444.10107462648,335144.6046511628,199495.26606263575,1.9245042869741023,27.18569409875254,11.436259466610043
DNMPSKTB,KJNSOAHR,-0.41303289007347077,4,6718478.9069767445,2173533.0110572237,6980013.720930233,4684817.383908574,1.652131560293883,1.0389276825266,2.155392791401722
APQGTRMF,RAWUKQMJ,0.49254942799728635,4,257208.13953488372,209590.88830924782,4207967.627906977,886405.4158732577,1.9701977119891454,16.360165100140282,4.2292173243769655
YSYHGLQK,AANGBULD,0.4573937848006459,5,2228.7906976744184,2578.005796429693,84017.69767441861,143585.74825850618,2.2869689240032294,37.696539977660734,55.69644118010252
RJCAXSGH,BEZYMBBT,-0.42243091538854116,4,716460.5813953489,1637170.1541742936,4939372.674418605,988692.1366975273,1.6897236615541646,6.894130399738104,0.6039031032761344
LLHREMKS,LSOIUSXD,0.5244613961834617,6,54678.93023255814,69750.10861853519,127645.02325581395,83896.6526178955,3.14676837710077,2.3344462430150887,1.2028175192604393
DEWLVASR,DUCMGGNW,-0.356495766568605,5,220110.41860465117,175703.7543836854,1329999.7209302327,580113.1993253188,1.782478832843025,6.042420569437261,3.301655114638133
BTMOEMEP,GMBFCMIU,0.5781794742144865,4,16395223.837209303,10213763.14944862,26.27906976744186,170.30783695816,2.312717896857946,1.6028490997359463e-06,1.667434759022557e-05
HCDTGMST,RAWUKQMJ,-0.32680621721745373,6,72436.02325581395,102594.09928643463,4207967.627906977,886405.4158732577,1.9608373033047224,58.09219555010759,8.639925902461933
XUOIQPFL,QSDCUCLB,0.5252269511321126,1,4558579.162790698,1825750.6538506409,64.95348837209302,197.1710334742901,0.5252269511321126,1.4248625734584185e-05,0.00010799450245756948
QVLMOEYE,ZGJXVMNI,-0.5067689325839894,5,1939898.511627907,1283837.9967118828,2256273.1395348837,843815.2684755664,2.5338446629199467,1.1630882368378752,0.6572599273709431
GMBFCMIU,FDXPMYGF,0.8245531727636353,6,26.27906976744186,170.30783695816,5110.325581395349,11074.699991150854,4.947319036581812,194.46370941421284,65.02754144452004
BEZYMBBT,SDWAYPIK,0.4164391527700772,3,4939372.674418605,988692.1366975273,10189508.627906976,6060078.075849837,1.2493174583102316,2.062915535949974,6.1293883615640405
KAGJCHMR,UGEQLMXM,-0.34555856292135884,5,22543.418604651164,34677.543918173666,156311.44186046513,113236.30523025779,1.7277928146067942,6.933794940101992,3.2654073049172307
FDXPMYGF,WQMVCOEM,0.4590349707331541,1,5110.325581395349,11074.699991150854,146883.09302325582,122762.57339153606,0.4590349707331541,28.742413894186306,11.084957017214327
VMAQSTJE,KJNSOAHR,-0.3470778193329364,6,136660.41860465117,87565.03180566484,6980013.720930233,4684817.383908574,2.0824669159976184,51.07560617878566,53.50100704870638
GYHKIVQT,OGAFEHLU,0.4093205116686502,6,33878135.13953488,13339531.559942342,1785496.6279069767,3359489.1308363928,2.455923070011901,0.05270350981696442,0.25184461056522
SDWAYPIK,GYHKIVQT,0.7274497452345957,2,10189508.627906976,6060078.075849837,33878135.13953488,13339531.559942342,1.4548994904691914,3.324805579608254,2.2012144716583486
XIPPENFQ,UGEQLMXM,-0.377968721118139,3,149003.3023255814,84821.17061275388,156311.44186046513,113236.30523025779,1.133906163354417,1.049046829296883,1.3350005005931427
XIIEJNEE,BTMOEMEP,0.743111543898685,5,89920.72093023256,481634.9738816889,16395223.837209303,10213763.14944862,3.715557719493425,182.32976412352892,21.206439945817497
JPBRUTWP,BSRMSVTC,0.3751229253749026,3,6196286.279069767,1328244.373028431,521682.3953488372,573916.8856602091,1.1253687761247078,0.08419275221529497,0.432086818746487
UQYUIVVR,SUOYXCHP,0.3792715066603293,2,3521687.465116279,3086917.8975832113,37054.53488372093,94112.20995874314,0.7585430133206587,0.010521812412586403,0.030487435390618697
MIRCVAMV,APQGTRMF,0.3112918289006254,6,54184.04651162791,102581.39777733253,257208.13953488372,209590.88830924782,1.8677509734037523,4.746934865319441,2.043166625221382
RJCAXSGH,DUCMGGNW,-0.34217028352685275,4,716460.5813953489,1637170.1541742936,1329999.7209302327,580113.1993253188,1.368681134107411,1.8563473769040078,0.35433897805054015
OKMBFVKS,APQGTRMF,0.4482992878609436,6,2362445.5581395347,368425.6810733831,257208.13953488372,209590.88830924782,2.6897957271656616,0.10887367907742626,0.5688824071602452
DUCMGGNW,QKXNTIIB,0.305814725314765,6,1329999.7209302327,580113.1993253188,1930363.0232558139,1047727.7871818389,1.8348883518885901,1.4514010739071597,1.8060747254131737
LPHPPJUG,VMAQSTJE,-0.42387012893398757,5,1147320.7674418604,186983.30866159935,136660.41860465117,87565.03180566484,2.1193506446699377,0.11911265138975811,0.4683040022768605
ATLDMDBO,XIIEJNEE,0.3839295791816207,2,59997368.674418606,32347299.68026454,89920.72093023256,481634.9738816889,0.7678591583632414,0.0014987444102456287,0.014889495526438798
XUOIQPFL,PYZMVUWD,0.3628922620036491,3,4558579.162790698,1825750.6538506409,12327.976744186046,17444.10107462648,1.0886767860109474,0.0027043463114143503,0.009554481625311785
AANGBULD,DEWLVASR,0.6402209326501291,6,84017.69767441861,143585.74825850618,220110.41860465117,175703.7543836854,3.841325595900775,2.6198101673172816,1.2236851951778076
LRVGFDFM,HXYSSRXE,0.33076925240248645,6,18698103.372093022,18697580.01695645,6607692.0,1492172.1847179234,1.9846155144149187,0.35338835541264835,0.07980563171087508
RCBZUSIM,RJGPVEXX,-0.3707442977455058,6,12569.32558139535,10302.087545782819,516165.72093023255,193020.79378830225,2.224465786473035,41.06550646227006,18.73608556632579
STZDBITS,XMKRPGLB,-0.3769473321904306,5,24595488.48837209,10320964.82063318,1125717.2325581396,668126.9581434646,1.884736660952153,0.04576925695500192,0.06473493222336271
YSYHGLQK,VUAFAIYJ,0.30010413957942106,5,2228.7906976744184,2578.005796429693,388225.16279069765,275072.6955299931,1.5005206978971053,174.18646040724957,106.69979710838678
RJGPVEXX,WPQXWHYO,0.4373479397063955,2,516165.72093023255,193020.79378830225,9520863.139534883,2338027.3055150933,0.874695879412791,18.445361157184095,12.112826082702977
FDXPMYGF,OGAFEHLU,0.7203692790697791,5,5110.325581395349,11074.699991150854,1785496.6279069767,3359489.1308363928,3.6018463953488955,349.38999465276055,303.3480936925981
RUVXNNVA,OKMBFVKS,-0.30890750979013637,3,6.465116279069767,31.06134128882553,2362445.5581395347,368425.6810733831,0.9267225293704091,365414.18448629515,11861.22858592386
UGEQLMXM,LPHPPJUG,-0.43924729626284637,5,156311.44186046513,113236.30523025779,1147320.7674418604,186983.30866159935,2.196236481314232,7.3399666318650025,1.6512664227230935
ZGJXVMNI,VMAQSTJE,-0.335626940920516,3,2256273.1395348837,843815.2684755664,136660.41860465117,87565.03180566484,1.006880822761548,0.060569093435541364,0.10377275107116245
JPBRUTWP,BTMOEMEP,0.482567106557437,5,6196286.279069767,1328244.373028431,16395223.837209303,10213763.14944862,2.412835532787185,2.6459758472728327,7.6896716875625
OGAFEHLU,ZGJXVMNI,-0.43204599293870055,2,1785496.6279069767,3359489.1308363928,2256273.1395348837,843815.2684755664,0.8640919858774011,1.2636669844504296,0.2511736861209119
QJQJSWFU,AANGBULD,-0.3934374587357812,5,172761.72093023255,83125.52033012893,84017.69767441861,143585.74825850618,1.9671872936789059,0.48632125925546715,1.7273365349959326
OXKURKXR,DEWLVASR,-0.43616156783949767,5,130175.88372093023,73528.8206833178,220110.41860465117,175703.7543836854,2.180807839197488,1.6908694015462253,2.3895902688013524
DDEXPPXU,FTSVTTSR,0.3910361747617113,6,19081.558139534885,14254.519745570258,178820.76744186046,236085.0065819156,2.346217048570268,9.371392321573161,16.56211579058771
FRHNWLNI,XUOIQPFL,0.3390847837505907,5,1301803.9069767443,458421.81215312914,4558579.162790698,1825750.6538506409,1.6954239187529536,3.501740268527733,3.982687135394842
BLANHGYY,FQCLOEXA,-0.49663799337787395,5,12588.116279069767,24521.891661552087,1543955.1395348837,388064.11943692074,2.4831899668893698,122.65180152326386,15.825211397925791
OJIFIHMZ,FITUEHWN,0.47974892991070406,2,3176654.465116279,1742396.7498042292,61688.11627906977,38368.825764171655,0.9594978598214081,0.0194192087796972,0.02202071702008205
ROACSLMG,QRKRBYJL,0.4073481223881928,3,2137643.302325581,394841.09931520995,5150163.976744186,4325851.483678751,1.2220443671645784,2.40927191694649,10.955930097374125
MBSBZBXA,AANGBULD,0.33475886110671405,2,3803410.093023256,2072509.4697062958,84017.69767441861,143585.74825850618,0.6695177222134281,0.022090096944453474,0.06928110600082568
BSRMSVTC,FITUEHWN,0.5133076922226995,2,521682.3953488372,573916.8856602091,61688.11627906977,38368.825764171655,1.026615384445399,0.11824841479977885,0.06685432459434779
ROACSLMG,WQMVCOEM,0.36485104605495755,3,2137643.302325581,394841.09931520995,146883.09302325582,122762.57339153606,1.0945531381648728,0.06871262986831822,0.31091640055743336
FRHNWLNI,JERHKLYW,-0.30990537604032764,3,1301803.9069767443,458421.81215312914,7777.790697674419,7073.338413014731,0.9297161281209829,0.005974625407087051,0.015429759722333096
FQCLOEXA,VMAQSTJE,-0.3516408982653343,6,1543955.1395348837,388064.11943692074,136660.41860465117,87565.03180566484,2.1098453895920057,0.0885132055363549,0.2256457822807624
EVBVXETX,FQCLOEXA,0.40604260865495595,2,4595340.441860465,777360.3161292231,1543955.1395348837,388064.11943692074,0.8120852173099119,0.3359827545028336,0.49920752498499343
VMAQSTJE,BTMOEMEP,0.30064497579303767,3,136660.41860465117,87565.03180566484,16395223.837209303,10213763.14944862,0.9019349273791131,119.9705372227751,116.6420309422102
