item_id,year,month,seq,type,hs4,weight,quantity,value
KEUWZRKO,2022,8,1.0,1,8102,1713.0,0.0,107325.0
FQCLOEXA,2022,8,1.0,1,8102,9999.0,0.0,984283.0
KAGJCHMR,2022,8,1.0,1,8467,3.0,2.0,818.0
KJNSOAHR,2022,8,1.0,1,8479,433671.0,0.0,4049860.0
QKXNTIIB,2022,8,1.0,1,8501,74158.0,17.0,1318904.0
UQYUIVVR,2022,8,1.0,1,8501,22550.0,3.0,179030.0
GKQIJYDH,2022,8,1.0,1,8501,270235.0,17.0,3648484.0
VBYCLTYZ,2022,8,1.0,1,8505,3543.0,0.0,168709.0
GYHKIVQT,2022,8,1.0,1,8505,209317.0,0.0,18720664.0
ROACSLMG,2022,8,1.0,1,8505,144111.0,0.0,735773.0
VMAQSTJE,2022,8,1.0,1,8527,2.0,1.0,298.0
XIFHSOWQ,2022,8,1.0,1,8708,247.0,0.0,12929.0
FITUEHWN,2022,8,1.0,1,8714,362.0,255.0,9793.0
UGEQLMXM,2022,8,1.0,1,8714,1518.0,0.0,107096.0
BLANHGYY,2022,8,1.0,1,9022,2.0,3.0,13257.0
BUZIIBYG,2022,8,1.0,1,9403,2032359.0,0.0,7585014.0
DEWLVASR,2022,8,2.0,1,3038,44307.0,0.0,114637.0
JSLXRQOK,2022,8,2.0,1,5119,0.0,0.0,49.0
JBVHSUWY,2022,8,2.0,1,1210,5420.0,0.0,133470.0
ELQGMQWE,2022,8,2.0,1,2002,80752.0,0.0,200574.0
AHMDUILJ,2022,8,2.0,1,2102,22885.0,0.0,64309.0
XIPPENFQ,2022,8,2.0,1,2501,35251.0,0.0,10499.0
FTSVTTSR,2022,8,2.0,1,2529,140000.0,0.0,87706.0
XMKRPGLB,2022,8,2.0,1,2529,674006.0,0.0,298365.0
FWUCPMMW,2022,8,2.0,1,2701,0.0,0.0,0.0
RCBZUSIM,2022,8,2.0,1,2805,3.0,0.0,15056.0
SUOYXCHP,2022,8,2.0,1,2805,0.0,0.0,733.0
ZKENOUDA,2022,8,2.0,1,2805,115.0,0.0,2523.0
WQMVCOEM,2022,8,2.0,1,2805,0.0,0.0,0.0
DJBLNPNC,2022,8,2.0,1,2805,2.0,0.0,31468.0
BSRMSVTC,2022,8,2.0,1,2805,0.0,0.0,0.0
DDEXPPXU,2022,8,2.0,1,2807,560.0,0.0,545.0
LLHREMKS,2022,8,2.0,1,2807,30416.0,0.0,95111.0
DNMPSKTB,2022,8,2.0,1,2811,1508680.0,0.0,2823750.0
WPQXWHYO,2022,8,2.0,1,2811,1691748.0,0.0,3062198.0
VWMBASNE,2022,8,2.0,1,2811,953114.0,0.0,594444.0
RJGPVEXX,2022,8,2.0,1,2811,23304.0,0.0,166701.0
ATLDMDBO,2022,8,2.0,1,2814,38297203.0,0.0,35882128.0
SAHWCZNH,2022,8,2.0,1,2825,40000.0,0.0,753115.0
LUENUFGA,2022,8,2.0,1,2833,17280.0,0.0,118723.0
HXYSSRXE,2022,8,2.0,1,2836,7613108.0,0.0,2989169.0
QRKRBYJL,2022,8,2.0,1,2841,59026.0,0.0,4238676.0
FRHNWLNI,2022,8,2.0,1,2846,11266.0,0.0,393034.0
MBSBZBXA,2022,8,2.0,1,2846,139350.0,0.0,1179813.0
BJALXPFS,2022,8,2.0,1,2847,22088.0,0.0,38984.0
RAWUKQMJ,2022,8,2.0,1,2916,78894.0,0.0,1396569.0
ZGJXVMNI,2022,8,2.0,1,3006,307.0,0.0,616880.0
LRVGFDFM,2022,8,2.0,1,3102,1.0,0.0,62.0
BTMOEMEP,2022,8,2.0,1,3102,12837783.0,0.0,8734669.0
UXSPKBJR,2022,8,2.0,1,3206,188.0,0.0,45993.0
BEZYMBBT,2022,8,2.0,1,3207,2074.0,0.0,1538454.0
SAAYMURU,2022,8,2.0,1,3215,3445.0,0.0,91989.0
QJQJSWFU,2022,8,2.0,1,3307,4508.0,0.0,32945.0
EVBVXETX,2022,8,2.0,1,3404,366878.0,0.0,1458944.0
DUCMGGNW,2022,8,2.0,1,3806,257565.0,0.0,625713.0
OJIFIHMZ,2022,8,2.0,1,3815,28392.0,0.0,3100398.0
STZDBITS,2022,8,2.0,1,3815,1417199.0,0.0,9568813.0
IGDVVKUD,2022,8,2.0,1,3824,3150.0,0.0,22355.0
SNHYOVBM,2022,8,2.0,1,3824,400.0,0.0,20793.0
LPHPPJUG,2022,8,2.0,1,3824,417801.0,0.0,227529.0
FCYBOAXC,2022,8,2.0,1,3824,7736838.0,0.0,31088387.0
JPBRUTWP,2022,8,2.0,1,3904,222131.0,0.0,2655601.0
LTOYKIML,2022,8,2.0,1,3909,11675.0,0.0,61229.0
QVLMOEYE,2022,8,2.0,1,4202,10067.0,18699.0,1084082.0
JERHKLYW,2022,8,2.0,1,4601,194.0,0.0,5237.0
ZXERAXWP,2022,8,2.0,1,4802,29.0,0.0,1693.0
LSOIUSXD,2022,8,2.0,1,5111,1372.0,4023.0,187724.0
XUOIQPFL,2022,8,2.0,1,5205,336659.0,0.0,1498802.0
WBLJNPZQ,2022,8,2.0,1,5309,1101.0,4424.0,55103.0
OXKURKXR,2022,8,2.0,1,5402,6539.0,0.0,68165.0
WHPUAOID,2022,8,2.0,1,5512,3953.0,771.0,70270.0
AXULOHBQ,2022,8,2.0,1,5515,1762.0,5611.0,88014.0
DBWLZWNK,2022,8,2.0,1,5602,363.0,0.0,10084.0
NZKBIBNU,2022,8,2.0,1,5609,27194.0,0.0,142543.0
OKMBFVKS,2022,8,2.0,1,5705,390506.0,131945.0,833406.0
VUAFAIYJ,2022,8,2.0,1,6101,3192.0,2882.0,223819.0
CCLHWFWF,2022,8,2.0,1,6211,254752.0,642532.0,7468294.0
SDWAYPIK,2022,8,2.0,1,7207,7102750.0,0.0,4566888.0
FDXPMYGF,2022,8,2.0,1,7907,32.0,0.0,59.0
UIFPPCLR,2022,8,2.0,1,8102,2900.0,0.0,118873.0
KEUWZRKO,2022,8,2.0,1,8102,0.0,0.0,0.0
FQCLOEXA,2022,8,2.0,1,8102,180.0,0.0,71496.0
APQGTRMF,2022,8,2.0,1,8105,39305.0,0.0,216019.0
KAGJCHMR,2022,8,2.0,1,8467,1.0,2.0,1272.0
KJNSOAHR,2022,8,2.0,1,8479,13981.0,0.0,955977.0
QKXNTIIB,2022,8,2.0,1,8501,120371.0,30.0,1327821.0
UQYUIVVR,2022,8,2.0,1,8501,3866.0,2.0,40765.0
GKQIJYDH,2022,8,2.0,1,8501,108940.0,51.0,776910.0
VBYCLTYZ,2022,8,2.0,1,8505,6908.0,0.0,338481.0
GYHKIVQT,2022,8,2.0,1,8505,164976.0,0.0,30755810.0
ROACSLMG,2022,8,2.0,1,8505,153012.0,0.0,571869.0
VMAQSTJE,2022,8,2.0,1,8527,1724.0,599.0,23048.0
XIFHSOWQ,2022,8,2.0,1,8708,376.0,0.0,6003.0
FITUEHWN,2022,8,2.0,1,8714,484.0,482.0,16720.0
UGEQLMXM,2022,8,2.0,1,8714,444.0,0.0,10456.0
BLANHGYY,2022,8,2.0,1,9022,3.0,3.0,13257.0
BUZIIBYG,2022,8,2.0,1,9403,1939164.0,0.0,6303313.0
DEWLVASR,2022,8,3.0,1,3038,20535.0,0.0,53816.0
JSLXRQOK,2022,8,3.0,1,5119,0.0,0.0,3000.0
JBVHSUWY,2022,8,3.0,1,1210,3980.0,0.0,78359.0
ELQGMQWE,2022,8,3.0,1,2002,106330.0,0.0,126617.0
AHMDUILJ,2022,8,3.0,1,2102,20408.0,0.0,53813.0
XIPPENFQ,2022,8,3.0,1,2501,91291.0,0.0,57196.0
FTSVTTSR,2022,8,3.0,1,2529,0.0,0.0,0.0
XMKRPGLB,2022,8,3.0,1,2529,803000.0,0.0,286297.0
FWUCPMMW,2022,8,3.0,1,2701,16.0,0.0,214.0
RCBZUSIM,2022,8,3.0,1,2805,5.0,0.0,6824.0
SUOYXCHP,2022,8,3.0,1,2805,1.0,0.0,343.0
ZKENOUDA,2022,8,3.0,1,2805,4.0,0.0,3777.0
WQMVCOEM,2022,8,3.0,1,2805,110.0,0.0,159114.0
DJBLNPNC,2022,8,3.0,1,2805,0.0,0.0,0.0
BSRMSVTC,2022,8,3.0,1,2805,356.0,0.0,133760.0
DDEXPPXU,2022,8,3.0,1,2807,2943.0,0.0,5016.0
LLHREMKS,2022,8,3.0,1,2807,553.0,0.0,11255.0
YSYHGLQK,2022,8,3.0,1,2807,11.0,0.0,638.0
DNMPSKTB,2022,8,3.0,1,2811,1326692.0,0.0,2582033.0
WPQXWHYO,2022,8,3.0,1,2811,1707089.0,0.0,3162641.0
VWMBASNE,2022,8,3.0,1,2811,1443089.0,0.0,879319.0
RJGPVEXX,2022,8,3.0,1,2811,46653.0,0.0,407248.0
ATLDMDBO,2022,8,3.0,1,2814,28000000.0,0.0,27420897.0
SAHWCZNH,2022,8,3.0,1,2825,101.0,0.0,15178.0
LUENUFGA,2022,8,3.0,1,2833,109893.0,0.0,593106.0
HXYSSRXE,2022,8,3.0,1,2836,13392451.0,0.0,5247147.0
QRKRBYJL,2022,8,3.0,1,2841,37261.0,0.0,2665145.0
FRHNWLNI,2022,8,3.0,1,2846,5860.0,0.0,126564.0
MBSBZBXA,2022,8,3.0,1,2846,4358.0,0.0,343844.0
BJALXPFS,2022,8,3.0,1,2847,14401.0,0.0,9465.0
RAWUKQMJ,2022,8,3.0,1,2916,90445.0,0.0,1461714.0
ZGJXVMNI,2022,8,3.0,1,3006,429.0,0.0,499654.0
LRVGFDFM,2022,8,3.0,1,3102,21045997.0,0.0,13224969.0
BTMOEMEP,2022,8,3.0,1,3102,34569576.0,0.0,23160193.0
UXSPKBJR,2022,8,3.0,1,3206,296.0,0.0,114233.0
BEZYMBBT,2022,8,3.0,1,3207,1487.0,0.0,1237158.0
SAAYMURU,2022,8,3.0,1,3215,48.0,0.0,2906.0
QJQJSWFU,2022,8,3.0,1,3307,1976.0,0.0,79831.0
EVBVXETX,2022,8,3.0,1,3404,759160.0,0.0,2243072.0
DUCMGGNW,2022,8,3.0,1,3806,240911.0,0.0,561642.0
NAQIHUKZ,2022,8,3.0,1,3813,2.0,0.0,7414.0
OJIFIHMZ,2022,8,3.0,1,3815,13431.0,0.0,379439.0
STZDBITS,2022,8,3.0,1,3815,1268124.0,0.0,11006328.0
IGDVVKUD,2022,8,3.0,1,3824,0.0,0.0,0.0
SNHYOVBM,2022,8,3.0,1,3824,234058.0,0.0,446237.0
LPHPPJUG,2022,8,3.0,1,3824,818601.0,0.0,415739.0
FCYBOAXC,2022,8,3.0,1,3824,11923864.0,0.0,38779841.0
JPBRUTWP,2022,8,3.0,1,3904,140803.0,0.0,2223906.0
LTOYKIML,2022,8,3.0,1,3909,238301.0,0.0,267916.0
QVLMOEYE,2022,8,3.0,1,4202,18921.0,18316.0,1645589.0
TANNMIMB,2022,8,3.0,1,4302,5.0,3.0,26.0
MIRCVAMV,2022,8,3.0,1,4408,3600.0,0.0,41609.0
JERHKLYW,2022,8,3.0,1,4601,44.0,0.0,520.0
ZXERAXWP,2022,8,3.0,1,4802,6.0,0.0,2160.0
LSOIUSXD,2022,8,3.0,1,5111,484.0,1507.0,51404.0
XUOIQPFL,2022,8,3.0,1,5205,593724.0,0.0,2545781.0
WBLJNPZQ,2022,8,3.0,1,5309,1066.0,4692.0,20648.0
OXKURKXR,2022,8,3.0,1,5402,737.0,0.0,26659.0
WHPUAOID,2022,8,3.0,1,5512,12.0,83.0,379.0
AXULOHBQ,2022,8,3.0,1,5515,252.0,767.0,4486.0
DBWLZWNK,2022,8,3.0,1,5602,30452.0,0.0,419767.0
NZKBIBNU,2022,8,3.0,1,5609,13511.0,0.0,134134.0
OKMBFVKS,2022,8,3.0,1,5705,385326.0,251816.0,1011891.0
VUAFAIYJ,2022,8,3.0,1,6101,6613.0,6594.0,318511.0
CCLHWFWF,2022,8,3.0,1,6211,307738.0,654279.0,8557595.0
SDWAYPIK,2022,8,3.0,1,7207,10698580.0,0.0,6243805.0
FDXPMYGF,2022,8,3.0,1,7907,10.0,0.0,389.0
UIFPPCLR,2022,8,3.0,1,8102,4771.0,0.0,181253.0
KEUWZRKO,2022,8,3.0,1,8102,73.0,0.0,6411.0
FQCLOEXA,2022,8,3.0,1,8102,3513.0,0.0,383430.0
APQGTRMF,2022,8,3.0,1,8105,0.0,0.0,0.0
KAGJCHMR,2022,8,3.0,1,8467,352.0,128.0,27972.0
KJNSOAHR,2022,8,3.0,1,8479,4716.0,0.0,432611.0
QKXNTIIB,2022,8,3.0,1,8501,36274.0,8.0,503487.0
UQYUIVVR,2022,8,3.0,1,8501,71723.0,4.0,1487653.0
GKQIJYDH,2022,8,3.0,1,8501,415313.0,40.0,9803599.0
VBYCLTYZ,2022,8,3.0,1,8505,6673.0,0.0,292366.0
GYHKIVQT,2022,8,3.0,1,8505,129063.0,0.0,10133574.0
ROACSLMG,2022,8,3.0,1,8505,206655.0,0.0,940449.0
VMAQSTJE,2022,8,3.0,1,8527,2009.0,1048.0,37691.0
XIFHSOWQ,2022,8,3.0,1,8708,276.0,0.0,19849.0
FITUEHWN,2022,8,3.0,1,8714,566.0,516.0,9527.0
UGEQLMXM,2022,8,3.0,1,8714,1218.0,0.0,71658.0
BLANHGYY,2022,8,3.0,1,9022,0.0,0.0,0.0
BUZIIBYG,2022,8,3.0,1,9403,2327873.0,0.0,7206107.0
JSLXRQOK,2022,9,1.0,1,5119,0.0,0.0,273.0
JBVHSUWY,2022,9,1.0,1,1210,19321.0,0.0,351791.0
ELQGMQWE,2022,9,1.0,1,2002,36639.0,0.0,119440.0
AHMDUILJ,2022,9,1.0,1,2102,20365.0,0.0,51817.0
XIPPENFQ,2022,9,1.0,1,2501,84914.0,0.0,19943.0
FTSVTTSR,2022,9,1.0,1,2529,40800.0,0.0,24559.0
XMKRPGLB,2022,9,1.0,1,2529,709600.0,0.0,217372.0
FWUCPMMW,2022,9,1.0,1,2701,6.0,0.0,29.0
RCBZUSIM,2022,9,1.0,1,2805,0.0,0.0,4937.0
SUOYXCHP,2022,9,1.0,1,2805,0.0,0.0,779.0
ZKENOUDA,2022,9,1.0,1,2805,5.0,0.0,3523.0
WQMVCOEM,2022,9,1.0,1,2805,124.0,0.0,174201.0
DJBLNPNC,2022,9,1.0,1,2805,0.0,0.0,2153.0
BSRMSVTC,2022,9,1.0,1,2805,1000.0,0.0,5238.0
DDEXPPXU,2022,9,1.0,1,2807,370.0,0.0,365.0
LLHREMKS,2022,9,1.0,1,2807,636.0,0.0,6915.0
DNMPSKTB,2022,9,1.0,1,2811,1115424.0,0.0,2108704.0
WPQXWHYO,2022,9,1.0,1,2811,1386124.0,0.0,2491146.0
VWMBASNE,2022,9,1.0,1,2811,326559.0,0.0,175486.0
RJGPVEXX,2022,9,1.0,1,2811,47.0,0.0,6544.0
ATLDMDBO,2022,9,1.0,1,2814,5250001.0,0.0,4864671.0
SAHWCZNH,2022,9,1.0,1,2825,504.0,0.0,20862.0
LUENUFGA,2022,9,1.0,1,2833,38384.0,0.0,209856.0
HXYSSRXE,2022,9,1.0,1,2836,6602644.0,0.0,2709564.0
QRKRBYJL,2022,9,1.0,1,2841,46201.0,0.0,3290727.0
FRHNWLNI,2022,9,1.0,1,2846,1307.0,0.0,193873.0
MBSBZBXA,2022,9,1.0,1,2846,20127.0,0.0,3164252.0
BJALXPFS,2022,9,1.0,1,2847,18020.0,0.0,72825.0
RAWUKQMJ,2022,9,1.0,1,2916,75795.0,0.0,1400507.0
ZGJXVMNI,2022,9,1.0,1,3006,152.0,0.0,324508.0
LRVGFDFM,2022,9,1.0,1,3102,100005.0,0.0,65759.0
BTMOEMEP,2022,9,1.0,1,3102,10915245.0,0.0,7029911.0
UXSPKBJR,2022,9,1.0,1,3206,505.0,0.0,162145.0
BEZYMBBT,2022,9,1.0,1,3207,3627.0,0.0,2563888.0
SAAYMURU,2022,9,1.0,1,3215,1385.0,0.0,17970.0
QJQJSWFU,2022,9,1.0,1,3307,1044.0,0.0,29612.0
EVBVXETX,2022,9,1.0,1,3404,252501.0,0.0,830718.0
DUCMGGNW,2022,9,1.0,1,3806,333609.0,0.0,722119.0
OJIFIHMZ,2022,9,1.0,1,3815,6981.0,0.0,60027.0
STZDBITS,2022,9,1.0,1,3815,853834.0,0.0,5876164.0
IGDVVKUD,2022,9,1.0,1,3824,150.0,0.0,4950.0
SNHYOVBM,2022,9,1.0,1,3824,65421.0,0.0,78815.0
LPHPPJUG,2022,9,1.0,1,3824,616000.0,0.0,241403.0
FCYBOAXC,2022,9,1.0,1,3824,7971802.0,0.0,30648648.0
JPBRUTWP,2022,9,1.0,1,3904,138008.0,0.0,1514663.0
LTOYKIML,2022,9,1.0,1,3909,486.0,0.0,6686.0
QVLMOEYE,2022,9,1.0,1,4202,2322.0,2864.0,546674.0
JERHKLYW,2022,9,1.0,1,4601,30.0,0.0,365.0
ZXERAXWP,2022,9,1.0,1,4802,43.0,0.0,2504.0
LSOIUSXD,2022,9,1.0,1,5111,215.0,682.0,11813.0
XUOIQPFL,2022,9,1.0,1,5205,388570.0,0.0,1601226.0
WBLJNPZQ,2022,9,1.0,1,5309,780.0,2661.0,50962.0
OXKURKXR,2022,9,1.0,1,5402,23492.0,0.0,131971.0
AXULOHBQ,2022,9,1.0,1,5515,1914.0,4032.0,38249.0
DBWLZWNK,2022,9,1.0,1,5602,733.0,0.0,68905.0
NZKBIBNU,2022,9,1.0,1,5609,6522.0,0.0,114027.0
OKMBFVKS,2022,9,1.0,1,5705,284424.0,234398.0,614857.0
VUAFAIYJ,2022,9,1.0,1,6101,899.0,1835.0,106218.0
CCLHWFWF,2022,9,1.0,1,6211,288618.0,627115.0,7575514.0
OGAFEHLU,2022,9,1.0,1,7202,3.0,0.0,400.0
TGOELCAG,2022,9,1.0,1,7207,150700.0,0.0,113905.0
SDWAYPIK,2022,9,1.0,1,7207,5074320.0,0.0,3135447.0
UIFPPCLR,2022,9,1.0,1,8102,930.0,0.0,88298.0
KEUWZRKO,2022,9,1.0,1,8102,11.0,0.0,1026.0
FQCLOEXA,2022,9,1.0,1,8102,3927.0,0.0,407746.0
APQGTRMF,2022,9,1.0,1,8105,42395.0,0.0,177977.0
KJNSOAHR,2022,9,1.0,1,8479,12915.0,0.0,406385.0
QKXNTIIB,2022,9,1.0,1,8501,30820.0,4.0,388394.0
UQYUIVVR,2022,9,1.0,1,8501,36671.0,1.0,865534.0
GKQIJYDH,2022,9,1.0,1,8501,91307.0,16.0,1084139.0
VBYCLTYZ,2022,9,1.0,1,8505,6314.0,0.0,316799.0
GYHKIVQT,2022,9,1.0,1,8505,88026.0,0.0,7407138.0
ROACSLMG,2022,9,1.0,1,8505,160206.0,0.0,616814.0
VMAQSTJE,2022,9,1.0,1,8527,1845.0,2543.0,53106.0
XIFHSOWQ,2022,9,1.0,1,8708,141.0,0.0,5246.0
FITUEHWN,2022,9,1.0,1,8714,4100.0,3502.0,28483.0
UGEQLMXM,2022,9,1.0,1,8714,305.0,0.0,16315.0
BLANHGYY,2022,9,1.0,1,9022,2.0,3.0,13256.0
BUZIIBYG,2022,9,1.0,1,9403,1563221.0,0.0,4604065.0
DEWLVASR,2022,9,2.0,1,3038,18713.0,0.0,103737.0
JSLXRQOK,2022,9,2.0,1,5119,0.0,0.0,13200.0
JBVHSUWY,2022,9,2.0,1,1210,4580.0,0.0,137568.0
ELQGMQWE,2022,9,2.0,1,2002,19125.0,0.0,39484.0
AHMDUILJ,2022,9,2.0,1,2102,20407.0,0.0,35009.0
XIPPENFQ,2022,9,2.0,1,2501,32322.0,0.0,6504.0
FTSVTTSR,2022,9,2.0,1,2529,0.0,0.0,0.0
XMKRPGLB,2022,9,2.0,1,2529,202000.0,0.0,70709.0
FWUCPMMW,2022,9,2.0,1,2701,0.0,0.0,0.0
RCBZUSIM,2022,9,2.0,1,2805,1050.0,0.0,19914.0
SUOYXCHP,2022,9,2.0,1,2805,0.0,0.0,159.0
ZKENOUDA,2022,9,2.0,1,2805,0.0,0.0,243.0
WQMVCOEM,2022,9,2.0,1,2805,0.0,0.0,0.0
DJBLNPNC,2022,9,2.0,1,2805,0.0,0.0,0.0
BSRMSVTC,2022,9,2.0,1,2805,0.0,0.0,496.0
DDEXPPXU,2022,9,2.0,1,2807,380.0,0.0,426.0
LLHREMKS,2022,9,2.0,1,2807,1739.0,0.0,9008.0
DNMPSKTB,2022,9,2.0,1,2811,924440.0,0.0,1781207.0
WPQXWHYO,2022,9,2.0,1,2811,1964973.0,0.0,3570419.0
VWMBASNE,2022,9,2.0,1,2811,7175.0,0.0,113029.0
RJGPVEXX,2022,9,2.0,1,2811,13.0,0.0,2712.0
ATLDMDBO,2022,9,2.0,1,2814,49736004.0,0.0,46796489.0
SAHWCZNH,2022,9,2.0,1,2825,39.0,0.0,8493.0
LUENUFGA,2022,9,2.0,1,2833,35372.0,0.0,224397.0
HXYSSRXE,2022,9,2.0,1,2836,7712900.0,0.0,2924730.0
QRKRBYJL,2022,9,2.0,1,2841,23026.0,0.0,1550623.0
FRHNWLNI,2022,9,2.0,1,2846,53937.0,0.0,1044384.0
MBSBZBXA,2022,9,2.0,1,2846,3032.0,0.0,1020688.0
BJALXPFS,2022,9,2.0,1,2847,130132.0,0.0,104996.0
RAWUKQMJ,2022,9,2.0,1,2916,59759.0,0.0,1001894.0
ZGJXVMNI,2022,9,2.0,1,3006,495.0,0.0,636846.0
LRVGFDFM,2022,9,2.0,1,3102,7861358.0,0.0,5045982.0
BTMOEMEP,2022,9,2.0,1,3102,10091294.0,0.0,6885955.0
UXSPKBJR,2022,9,2.0,1,3206,421.0,0.0,150152.0
BEZYMBBT,2022,9,2.0,1,3207,2642.0,0.0,1832915.0
SAAYMURU,2022,9,2.0,1,3215,81.0,0.0,1810.0
QJQJSWFU,2022,9,2.0,1,3307,1702.0,0.0,25553.0
EVBVXETX,2022,9,2.0,1,3404,440610.0,0.0,1395166.0
DUCMGGNW,2022,9,2.0,1,3806,223715.0,0.0,691643.0
XIIEJNEE,2022,9,2.0,1,3815,0.0,0.0,650.0
OJIFIHMZ,2022,9,2.0,1,3815,51608.0,0.0,2469327.0
STZDBITS,2022,9,2.0,1,3815,818299.0,0.0,7334315.0
IGDVVKUD,2022,9,2.0,1,3824,0.0,0.0,0.0
SNHYOVBM,2022,9,2.0,1,3824,1644.0,0.0,17520.0
LPHPPJUG,2022,9,2.0,1,3824,587828.0,0.0,281905.0
FCYBOAXC,2022,9,2.0,1,3824,9948202.0,0.0,30353391.0
JPBRUTWP,2022,9,2.0,1,3904,167362.0,0.0,2367438.0
LTOYKIML,2022,9,2.0,1,3909,34000.0,0.0,33029.0
QVLMOEYE,2022,9,2.0,1,4202,2934.0,3992.0,698344.0
JERHKLYW,2022,9,2.0,1,4601,24.0,0.0,307.0
ZXERAXWP,2022,9,2.0,1,4802,252.0,0.0,984.0
LSOIUSXD,2022,9,2.0,1,5111,929.0,2935.0,51986.0
XUOIQPFL,2022,9,2.0,1,5205,364241.0,0.0,1485457.0
WBLJNPZQ,2022,9,2.0,1,5309,311.0,1462.0,32885.0
OXKURKXR,2022,9,2.0,1,5402,2490.0,0.0,27287.0
WHPUAOID,2022,9,2.0,1,5512,5871.0,20738.0,238820.0
AXULOHBQ,2022,9,2.0,1,5515,1769.0,6239.0,45722.0
DBWLZWNK,2022,9,2.0,1,5602,4939.0,0.0,98622.0
NZKBIBNU,2022,9,2.0,1,5609,2933.0,0.0,43581.0
OKMBFVKS,2022,9,2.0,1,5705,279453.0,112088.0,553030.0
VUAFAIYJ,2022,9,2.0,1,6101,6365.0,4790.0,355035.0
CCLHWFWF,2022,9,2.0,1,6211,282556.0,573426.0,6457776.0
OGAFEHLU,2022,9,2.0,1,7202,0.0,0.0,0.0
TGOELCAG,2022,9,2.0,1,7207,0.0,0.0,0.0
SDWAYPIK,2022,9,2.0,1,7207,2929880.0,0.0,1496790.0
UIFPPCLR,2022,9,2.0,1,8102,2901.0,0.0,111542.0
KEUWZRKO,2022,9,2.0,1,8102,0.0,0.0,0.0
FQCLOEXA,2022,9,2.0,1,8102,370.0,0.0,153186.0
APQGTRMF,2022,9,2.0,1,8105,40.0,0.0,5000.0
KAGJCHMR,2022,9,2.0,1,8467,3.0,30.0,3013.0
KJNSOAHR,2022,9,2.0,1,8479,24679.0,0.0,728637.0
QKXNTIIB,2022,9,2.0,1,8501,68777.0,21.0,734279.0
UQYUIVVR,2022,9,2.0,1,8501,31650.0,5.0,249276.0
GKQIJYDH,2022,9,2.0,1,8501,5003.0,44.0,34298.0
VBYCLTYZ,2022,9,2.0,1,8505,4929.0,0.0,172997.0
GYHKIVQT,2022,9,2.0,1,8505,147926.0,0.0,13023471.0
ROACSLMG,2022,9,2.0,1,8505,137076.0,0.0,497562.0
VMAQSTJE,2022,9,2.0,1,8527,7901.0,5645.0,131461.0
XIFHSOWQ,2022,9,2.0,1,8708,144.0,0.0,4582.0
FITUEHWN,2022,9,2.0,1,8714,486.0,698.0,13172.0
UGEQLMXM,2022,9,2.0,1,8714,647.0,0.0,35262.0
BLANHGYY,2022,9,2.0,1,9022,3.0,3.0,13256.0
BUZIIBYG,2022,9,2.0,1,9403,1500154.0,0.0,4746054.0
DEWLVASR,2022,9,3.0,1,3038,0.0,0.0,0.0
JSLXRQOK,2022,9,3.0,1,5119,0.0,0.0,0.0
JBVHSUWY,2022,9,3.0,1,1210,2.0,0.0,116.0
ELQGMQWE,2022,9,3.0,1,2002,46354.0,0.0,59329.0
AHMDUILJ,2022,9,3.0,1,2102,20473.0,0.0,53721.0
XIPPENFQ,2022,9,3.0,1,2501,449834.0,0.0,100675.0
FTSVTTSR,2022,9,3.0,1,2529,1.0,0.0,9.0
XMKRPGLB,2022,9,3.0,1,2529,1203220.0,0.0,366144.0
FWUCPMMW,2022,9,3.0,1,2701,0.0,0.0,0.0
RCBZUSIM,2022,9,3.0,1,2805,0.0,0.0,76.0
SUOYXCHP,2022,9,3.0,1,2805,100.0,0.0,267897.0
ZKENOUDA,2022,9,3.0,1,2805,1000.0,0.0,50076.0
WQMVCOEM,2022,9,3.0,1,2805,189.0,0.0,198946.0
DJBLNPNC,2022,9,3.0,1,2805,0.0,0.0,1566.0
BSRMSVTC,2022,9,3.0,1,2805,1592.0,0.0,541869.0
DDEXPPXU,2022,9,3.0,1,2807,17498.0,0.0,15391.0
LLHREMKS,2022,9,3.0,1,2807,178.0,0.0,4186.0
DNMPSKTB,2022,9,3.0,1,2811,1918782.0,0.0,3610707.0
WPQXWHYO,2022,9,3.0,1,2811,2074146.0,0.0,3608944.0
VWMBASNE,2022,9,3.0,1,2811,219916.0,0.0,140986.0
RJGPVEXX,2022,9,3.0,1,2811,45143.0,0.0,345165.0
ATLDMDBO,2022,9,3.0,1,2814,23000001.0,0.0,20680267.0
SAHWCZNH,2022,9,3.0,1,2825,42000.0,0.0,823055.0
LUENUFGA,2022,9,3.0,1,2833,189169.0,0.0,1075443.0
HXYSSRXE,2022,9,3.0,1,2836,2818220.0,0.0,1059525.0
QRKRBYJL,2022,9,3.0,1,2841,20494.0,0.0,1521908.0
FRHNWLNI,2022,9,3.0,1,2846,62856.0,0.0,1259363.0
MBSBZBXA,2022,9,3.0,1,2846,8997.0,0.0,647050.0
BJALXPFS,2022,9,3.0,1,2847,556.0,0.0,23314.0
RAWUKQMJ,2022,9,3.0,1,2916,68820.0,0.0,1307548.0
ZGJXVMNI,2022,9,3.0,1,3006,367.0,0.0,575445.0
LRVGFDFM,2022,9,3.0,1,3102,18010.0,0.0,18285.0
BTMOEMEP,2022,9,3.0,1,3102,11286134.0,0.0,7364011.0
UXSPKBJR,2022,9,3.0,1,3206,1186.0,0.0,693210.0
BEZYMBBT,2022,9,3.0,1,3207,1810.0,0.0,1317269.0
